Date,Open,High,Low,Close,Adj Close,Volume
2017-04-05,131.600006,132.009995,130.919998,131.029999,124.751427,557200
2017-04-06,130.949997,131.240005,130.550003,130.979996,124.703827,370000
2017-04-07,130.539993,131.649994,130.529999,131.179993,124.894241,546900
2017-04-10,130.630005,130.789993,129.699997,129.910004,123.685097,1180800
2017-04-11,129.639999,129.850006,128.309998,129.809998,123.589882,613200
2017-04-12,129.750000,129.970001,128.300003,129.009995,122.828217,485300
2017-04-13,129.009995,129.880005,128.339996,128.380005,122.228409,575600
2017-04-17,128.889999,130.289993,128.889999,130.169998,123.932625,334800
2017-04-18,130.380005,130.960007,129.800003,130.649994,124.389633,915700
2017-04-19,133.110001,133.710007,126.040001,126.889999,120.809792,3355400
2017-04-20,130.100006,130.820007,129.289993,130.050003,123.818398,2259500
2017-04-21,130.350006,130.490005,129.720001,130.029999,123.799347,1298800
2017-04-24,133.630005,134.289993,132.710007,133.460007,127.064995,685100
2017-04-25,134.899994,134.949997,133.860001,134.240005,127.807632,681300
2017-04-26,133.039993,133.429993,132.000000,132.460007,126.112923,633600
2017-04-27,132.660004,133.889999,132.350006,132.949997,126.579422,453100
2017-04-28,133.130005,133.169998,131.610001,131.850006,126.778481,753400
2017-05-01,132.050003,133.009995,131.720001,132.860001,127.749611,264200
2017-05-02,133.979996,135.050003,133.729996,134.990005,129.797699,850700
2017-05-03,133.809998,134.960007,133.740005,134.169998,129.009232,1008300
2017-05-04,133.750000,135.389999,133.740005,135.059998,129.864990,871400
2017-05-05,134.610001,135.919998,134.470001,135.839996,130.614990,481000
2017-05-08,133.550003,133.779999,133.070007,133.270004,128.143829,957800
2017-05-09,134.300003,135.149994,134.240005,134.960007,129.768860,438200
2017-05-10,134.050003,134.500000,133.509995,133.800003,128.653488,703900
2017-05-11,133.229996,134.270004,132.820007,134.160004,128.999619,639900
2017-05-12,134.110001,135.470001,134.100006,135.440002,130.230377,443300
2017-05-15,135.410004,136.139999,135.210007,135.740005,130.518845,577500
2017-05-16,136.880005,137.270004,136.500000,137.259995,131.980362,729100
2017-05-17,135.660004,135.970001,132.800003,132.809998,127.701553,645700
2017-05-18,132.600006,134.279999,132.309998,134.000000,128.845764,689500
2017-05-19,135.000000,135.429993,134.529999,134.850006,129.663071,619200
2017-05-22,133.979996,134.520004,133.669998,134.210007,129.047699,548800
2017-05-23,134.639999,134.809998,133.720001,133.910004,128.759247,687200
2017-05-24,133.970001,134.279999,133.169998,133.490005,128.355392,938000
2017-05-25,133.490005,135.020004,133.490005,134.889999,129.701553,457600
2017-05-26,133.860001,134.600006,133.550003,134.199997,129.038086,731800
2017-05-30,133.059998,133.809998,133.000000,133.410004,128.278458,1020200
2017-05-31,133.059998,133.339996,131.619995,131.990005,126.913101,1436000
2017-06-01,132.899994,133.830002,132.619995,133.809998,128.663086,707400
2017-06-02,134.619995,134.789993,133.550003,134.699997,129.518845,334300
2017-06-05,132.899994,133.830002,132.779999,133.160004,128.038086,519500
2017-06-06,132.360001,133.320007,132.339996,132.619995,127.518852,614500
2017-06-07,133.789993,134.460007,133.100006,133.990005,128.836166,413400
2017-06-08,134.509995,135.089996,133.660004,135.009995,129.816910,312400
2017-06-09,134.229996,134.449997,128.660004,130.029999,125.028481,1203900
2017-06-12,129.220001,129.570007,126.029999,129.080002,124.115021,1941400
2017-06-13,131.199997,132.089996,130.350006,131.929993,126.855400,1373900
2017-06-14,132.410004,132.550003,129.039993,130.149994,125.143845,857700
2017-06-15,127.870003,128.149994,127.000000,127.580002,122.672707,1551700
2017-06-16,129.199997,130.089996,128.779999,129.630005,124.643852,925300
2017-06-19,131.190002,131.820007,130.779999,131.449997,126.393837,388000
2017-06-20,130.630005,131.059998,128.429993,128.490005,123.547714,604100
2017-06-21,128.580002,130.630005,128.500000,130.429993,125.413094,710600
2017-06-22,130.279999,130.789993,129.679993,130.020004,125.018875,660400
2017-06-23,132.940002,135.419998,132.899994,134.639999,129.461151,1276100
2017-06-26,135.809998,136.070007,133.660004,133.779999,128.634247,978400
2017-06-27,134.720001,134.899994,132.289993,132.369995,127.278473,1783600
2017-06-28,133.220001,135.279999,132.500000,134.990005,129.797699,773900
2017-06-29,132.669998,133.179993,128.350006,129.600006,124.615013,1988500
2017-06-30,131.110001,131.479996,129.880005,130.309998,125.297699,899500
2017-07-03,131.100006,131.339996,129.330002,129.669998,124.682335,427900
2017-07-05,129.490005,131.570007,129.440002,131.479996,126.422684,796200
2017-07-06,130.789993,131.770004,130.100006,131.220001,126.172699,832000
2017-07-07,131.830002,133.539993,131.830002,132.889999,127.778442,588700
2017-07-10,134.000000,135.050003,133.509995,134.809998,129.624603,439700
2017-07-11,133.699997,136.059998,133.669998,135.820007,130.595779,1100900
2017-07-12,136.610001,137.550003,136.279999,137.039993,131.768829,841300
2017-07-13,136.759995,137.570007,136.369995,136.850006,131.586151,484300
2017-07-14,138.039993,140.050003,137.889999,139.919998,134.538055,1164700
2017-07-17,140.419998,140.789993,139.100006,140.220001,134.826523,869900
2017-07-18,141.279999,143.380005,141.130005,143.250000,137.739975,1252200
2017-07-19,148.619995,150.820007,147.960007,150.630005,144.836105,2528800
2017-07-20,152.240005,154.350006,151.360001,153.820007,147.903427,2971500
2017-07-21,153.089996,154.350006,152.649994,154.289993,148.355331,938400
2017-07-24,153.880005,154.500000,153.059998,153.740005,147.826492,1272100
2017-07-25,154.350006,154.380005,152.559998,152.729996,146.855347,974600
2017-07-26,153.000000,154.699997,152.910004,154.529999,148.586060,768800
2017-07-27,154.899994,155.729996,151.479996,153.240005,147.345718,1019400
2017-07-28,151.699997,152.880005,151.649994,152.529999,146.663010,539100
2017-07-31,151.740005,152.339996,149.910004,150.330002,144.547623,868100
2017-08-01,151.949997,152.100006,150.570007,150.919998,145.114960,391600
2017-08-02,152.570007,152.889999,150.309998,151.020004,145.211121,855200
2017-08-03,152.660004,152.830002,151.460007,152.169998,146.316879,924000
2017-08-04,152.610001,153.059998,151.949997,152.940002,147.057281,491200
2017-08-07,153.350006,154.660004,153.339996,154.419998,148.480316,476000
2017-08-08,154.479996,155.199997,152.910004,153.130005,147.239944,490700
2017-08-09,152.660004,153.729996,152.350006,153.559998,147.653412,547100
2017-08-10,152.460007,152.500000,150.089996,150.179993,144.403412,844800
2017-08-11,149.389999,151.339996,148.949997,151.190002,145.374573,416900
2017-08-14,150.860001,153.300003,150.839996,152.610001,146.739929,552600
2017-08-15,151.449997,152.630005,151.339996,152.460007,146.595718,376800
2017-08-16,152.199997,154.130005,152.039993,153.669998,147.759155,518900
2017-08-17,152.860001,153.190002,150.600006,150.649994,144.855316,486000
2017-08-18,152.000000,152.610001,150.979996,152.259995,146.403412,688800
2017-08-21,152.160004,152.300003,150.940002,151.589996,145.759186,562600
2017-08-22,151.899994,154.809998,151.869995,154.369995,148.432236,839100
2017-08-23,153.899994,154.199997,153.130005,153.399994,147.499573,532300
2017-08-24,153.289993,153.899994,152.710007,153.449997,147.547623,400200
2017-08-25,153.740005,154.800003,153.550003,154.220001,148.288040,535300
2017-08-28,153.669998,154.360001,153.389999,154.119995,148.191879,261400
2017-08-29,153.630005,155.529999,153.500000,155.149994,149.182236,575500
2017-08-30,153.839996,155.300003,153.419998,154.809998,148.855331,834200
2017-08-31,154.919998,156.669998,154.589996,156.309998,150.297638,787400
2017-09-01,157.160004,157.570007,156.380005,157.279999,151.230316,739700
2017-09-05,155.910004,156.460007,153.470001,154.809998,148.855331,493400
2017-09-06,156.309998,157.279999,155.880005,156.479996,150.461105,496400
2017-09-07,159.009995,160.940002,158.320007,160.860001,154.672638,1027800
2017-09-08,160.250000,161.100006,159.089996,159.720001,153.576492,659400
2017-09-11,161.110001,162.880005,160.940002,162.779999,156.518768,698200
2017-09-12,161.869995,162.100006,160.860001,161.350006,155.143784,439400
2017-09-13,160.600006,161.000000,160.000000,160.070007,153.912994,613300
2017-09-14,160.699997,161.889999,160.289993,161.429993,155.220688,525500
2017-09-15,163.039993,163.130005,162.149994,162.410004,156.162994,632300
2017-09-18,164.809998,167.210007,164.669998,166.990005,160.566849,1294000
2017-09-19,168.639999,168.690002,167.669998,168.289993,161.816818,992800
2017-09-20,167.919998,168.000000,163.729996,165.190002,158.836060,990200
2017-09-21,165.529999,166.100006,164.169998,165.770004,159.393768,1066000
2017-09-22,165.199997,166.449997,165.080002,165.960007,159.576477,303600
2017-09-25,164.880005,165.190002,161.149994,162.009995,155.778366,849400
2017-09-26,161.679993,162.919998,160.949997,162.860001,156.595688,1180700
2017-09-27,163.199997,167.899994,163.070007,166.940002,160.518753,1253600
2017-09-28,168.270004,171.000000,168.139999,170.490005,163.932205,1477700
2017-09-29,170.100006,171.529999,169.619995,171.199997,164.614868,1677100
2017-10-02,170.389999,171.759995,169.779999,170.699997,164.134140,585700
2017-10-03,170.460007,170.630005,169.559998,170.460007,163.903351,454400
2017-10-04,169.970001,171.429993,169.520004,171.190002,164.605286,861200
2017-10-05,169.550003,169.820007,167.860001,168.520004,162.037964,422300
2017-10-06,168.000000,170.919998,167.699997,169.440002,162.922577,1224200
2017-10-09,169.460007,170.649994,169.300003,170.139999,163.595642,352800
2017-10-10,170.270004,171.179993,168.919998,171.179993,164.595673,522200
2017-10-11,171.360001,173.059998,171.080002,172.899994,166.249496,859100
2017-10-12,172.059998,174.889999,171.949997,173.610001,166.932190,1302000
2017-10-13,176.570007,176.869995,175.580002,176.300003,169.518723,809400
2017-10-16,175.809998,176.600006,175.410004,176.589996,169.797546,743200
2017-10-17,176.009995,176.690002,174.490005,176.339996,169.557175,1055300
2017-10-18,175.839996,175.970001,168.619995,171.729996,165.124512,2715900
2017-10-19,174.029999,176.289993,173.419998,176.020004,169.249512,1120100
2017-10-20,176.009995,176.220001,174.690002,175.220001,168.480270,1091300
2017-10-23,177.949997,179.279999,177.289993,178.070007,171.220612,1240700
2017-10-24,177.809998,178.490005,177.250000,178.429993,171.566788,614400
2017-10-25,178.500000,178.979996,175.720001,177.360001,170.537964,560000
2017-10-26,177.529999,178.539993,176.869995,177.820007,170.980286,427700
2017-10-27,178.250000,179.259995,177.130005,178.929993,172.047546,703800
2017-10-30,178.289993,178.839996,177.289993,177.929993,171.086044,1268300
2017-10-31,179.660004,180.970001,179.630005,180.750000,173.797546,526400
2017-11-01,182.679993,182.979996,179.539993,181.399994,174.422531,941900
2017-11-02,181.339996,182.440002,180.889999,182.250000,175.239868,553700
2017-11-03,183.550003,184.649994,182.589996,184.580002,177.480255,470100
2017-11-06,183.979996,185.389999,182.929993,184.919998,177.807175,503200
2017-11-07,183.119995,183.979996,183.070007,183.520004,176.461014,611700
2017-11-08,182.050003,182.789993,181.169998,181.509995,174.528336,677200
2017-11-09,178.479996,178.979996,176.220001,178.009995,171.162964,685100
2017-11-10,178.710007,179.699997,178.190002,179.600006,172.691788,692000
2017-11-13,178.009995,179.179993,177.789993,178.850006,171.970642,415300
2017-11-14,179.899994,180.479996,178.649994,180.339996,173.403320,382800
2017-11-15,177.839996,178.690002,176.550003,177.910004,171.066788,494400
2017-11-16,179.669998,181.919998,179.500000,181.789993,174.797546,1853700
2017-11-17,181.270004,181.369995,179.770004,180.330002,173.393723,553700
2017-11-20,179.940002,182.360001,179.789993,181.529999,174.547546,996700
2017-11-21,182.669998,185.449997,182.669998,185.369995,178.239838,845900
2017-11-22,184.889999,185.190002,182.350006,183.000000,175.961014,526600
2017-11-24,185.509995,186.369995,185.369995,186.369995,179.201385,311400
2017-11-27,185.830002,185.940002,184.550003,184.720001,177.614868,863900
2017-11-28,184.869995,185.050003,183.470001,184.289993,177.201370,787700
2017-11-29,182.470001,182.520004,172.089996,172.440002,165.807205,2544800
2017-11-30,175.860001,176.550003,173.779999,175.520004,168.768723,1584600
2017-12-01,174.009995,174.220001,171.210007,172.429993,165.797592,1143300
2017-12-04,175.190002,175.309998,168.350006,169.330002,162.816849,1446200
2017-12-05,169.539993,172.979996,168.699997,170.500000,163.941818,737800
2017-12-06,169.279999,171.350006,168.300003,170.669998,164.105270,869500
2017-12-07,170.429993,172.830002,170.429993,172.169998,165.547577,989700
2017-12-08,173.830002,174.539993,171.770004,171.979996,165.364883,487000
2017-12-11,172.529999,175.410004,172.259995,175.130005,168.393738,1571600
2017-12-12,173.300003,173.580002,171.800003,172.160004,165.537964,1129300
2017-12-13,173.350006,174.539993,172.380005,173.360001,166.691818,828900
2017-12-14,173.399994,174.369995,171.610001,171.910004,165.297577,935500
2017-12-15,171.929993,174.139999,170.850006,173.800003,167.114883,3118500
2017-12-18,175.470001,177.050003,174.960007,176.369995,169.586014,1207900
2017-12-19,176.139999,177.490005,175.610001,177.029999,170.220642,708700
2017-12-20,177.059998,177.490005,174.559998,175.169998,168.432205,528400
2017-12-21,175.729996,175.970001,174.050003,174.539993,167.826401,393400
2017-12-22,174.259995,175.389999,173.710007,175.220001,168.480270,285900
2017-12-26,173.649994,173.699997,171.380005,173.089996,166.432190,281400
2017-12-27,173.199997,174.690002,172.919998,174.039993,167.345657,334800
2017-12-28,174.110001,174.710007,173.660004,174.199997,167.499512,402100
2017-12-29,174.610001,174.869995,173.720001,173.820007,167.134109,194400
2018-01-02,174.139999,177.839996,173.979996,177.729996,170.893707,818600
2018-01-03,177.729996,179.580002,177.679993,179.080002,172.191772,1054200
2018-01-04,180.490005,181.770004,179.399994,180.750000,173.797546,915600
2018-01-05,180.839996,183.449997,180.750000,182.869995,175.836014,516100
2018-01-08,183.190002,184.460007,182.809998,183.830002,176.759094,763900
2018-01-09,184.070007,184.169998,181.240005,182.839996,175.807159,854300
2018-01-10,181.389999,181.550003,179.330002,180.710007,173.759109,668700
2018-01-11,180.080002,180.229996,177.910004,178.550003,171.682175,831900
2018-01-12,181.110001,181.470001,179.940002,180.869995,173.912933,710300
2018-01-16,187.699997,188.500000,185.259995,186.380005,179.211014,1518900
2018-01-17,194.990005,201.199997,194.759995,199.179993,191.518646,2653200
2018-01-18,202.179993,205.580002,201.809998,203.360001,195.537872,3618500
2018-01-19,205.220001,206.029999,203.169998,205.520004,197.614792,1122900
2018-01-22,204.500000,205.539993,203.300003,205.539993,197.634018,1002300
2018-01-23,204.419998,205.919998,204.050003,205.429993,197.528244,559900
2018-01-24,203.509995,204.009995,200.470001,202.250000,194.470596,669800
2018-01-25,207.139999,208.580002,200.649994,200.830002,193.105194,1380200
2018-01-26,204.039993,206.669998,203.729996,206.509995,198.566711,1069200
2018-01-29,204.339996,204.589996,201.929993,204.020004,196.172501,1064500
2018-01-30,202.860001,203.419998,200.029999,200.229996,192.528290,744900
2018-01-31,202.389999,203.660004,202.000000,202.960007,195.153275,701800
2018-02-01,202.080002,203.399994,200.410004,201.419998,193.672516,741500
2018-02-02,199.339996,199.500000,194.470001,194.570007,187.085983,917300
2018-02-05,193.339996,196.570007,186.559998,186.679993,179.499466,912600
2018-02-06,186.690002,194.289993,185.839996,194.110001,186.643677,2881200
2018-02-07,191.100006,191.600006,187.000000,187.149994,179.951370,1275500
2018-02-08,186.880005,187.369995,178.199997,179.899994,172.980255,1767200
2018-02-09,182.070007,184.910004,175.880005,183.669998,176.605225,2070900
2018-02-12,183.330002,187.389999,183.070007,186.339996,179.172546,1563400
2018-02-13,185.279999,186.240005,183.830002,185.240005,178.114868,496300
2018-02-14,183.710007,192.080002,183.550003,191.339996,183.980209,930600
2018-02-15,193.210007,195.199997,190.970001,194.899994,187.403259,1125900
2018-02-16,192.860001,195.300003,192.050003,192.229996,184.835983,738800
2018-02-20,191.990005,197.389999,191.970001,195.520004,187.999451,764000
2018-02-21,196.740005,197.979996,194.270004,194.410004,186.932159,703400
2018-02-22,195.729996,196.029999,192.520004,193.289993,185.855194,796500
2018-02-23,193.949997,197.089996,193.660004,196.820007,189.249435,741700
2018-02-26,200.100006,201.000000,198.360001,200.839996,193.114822,1172200
2018-02-27,198.979996,200.529999,197.440002,197.440002,189.845596,861100
2018-02-28,198.220001,198.740005,195.000000,195.389999,187.874420,623700
2018-03-01,193.160004,194.910004,189.029999,191.929993,184.547516,901900
2018-03-02,190.500000,193.880005,189.089996,193.570007,186.124435,696000
2018-03-05,194.720001,199.589996,194.380005,198.350006,190.720596,730700
2018-03-06,200.029999,203.389999,199.289993,202.839996,195.037857,1538800
2018-03-07,204.380005,206.419998,202.839996,206.050003,198.124390,1308300
2018-03-08,206.949997,207.229996,204.300003,205.020004,197.134018,458100
2018-03-09,207.399994,209.889999,206.929993,209.410004,201.355164,645100
2018-03-12,210.899994,212.750000,210.320007,211.300003,203.172470,788800
2018-03-13,212.770004,213.600006,207.119995,208.020004,200.018631,656900
2018-03-14,212.350006,212.470001,209.289993,211.529999,203.393616,733400
2018-03-15,214.300003,215.479996,212.750000,214.440002,206.191696,700500
2018-03-16,213.539993,214.580002,212.559998,214.059998,205.826294,822000
2018-03-19,214.000000,214.100006,210.029999,212.750000,204.566681,1063300
2018-03-20,210.550003,214.300003,210.479996,212.600006,204.422485,790400
2018-03-21,213.089996,216.000000,212.350006,213.729996,205.509003,465400
2018-03-22,210.080002,212.020004,204.460007,204.720001,196.845551,1008300
2018-03-23,205.520004,206.270004,199.029999,199.110001,191.451355,1149000
2018-03-26,205.009995,207.529999,202.089996,207.449997,199.470566,776800
2018-03-27,207.179993,207.919998,198.880005,200.289993,192.585953,681900
2018-03-28,197.490005,199.160004,193.179993,194.529999,187.047531,2776600
2018-03-29,195.850006,200.419998,194.830002,198.559998,190.922516,1193200
2018-04-02,197.470001,199.160004,190.630005,193.050003,185.624451,705200
2018-04-03,197.600006,200.089996,196.399994,199.429993,191.759048,1165600
2018-04-04,191.660004,198.309998,191.490005,198.259995,190.634064,1704900
2018-04-05,199.440002,200.929993,197.270004,198.679993,191.037888,861200
2018-04-06,197.490005,199.279999,194.009995,194.630005,187.143692,837900
2018-04-09,198.009995,202.570007,196.889999,198.529999,190.893661,774100
2018-04-10,204.419998,207.070007,202.000000,205.550003,197.643631,885800
2018-04-11,204.139999,206.699997,203.880005,205.550003,197.643631,855500
2018-04-12,205.869995,207.320007,205.070007,206.240005,198.307114,1044500
2018-04-13,205.830002,207.149994,204.830002,205.649994,197.739761,526000
2018-04-16,207.639999,207.970001,205.559998,206.699997,198.749405,828600
2018-04-17,208.479996,213.350006,207.839996,212.699997,204.518616,1233000
2018-04-18,208.750000,208.750000,203.000000,206.320007,198.384033,1700600
2018-04-19,203.509995,203.619995,194.190002,195.100006,187.595612,2623900
2018-04-20,194.830002,195.990005,192.300003,193.020004,185.595612,1729200
2018-04-23,194.440002,195.279999,190.649994,191.320007,183.960983,808200
2018-04-24,196.020004,197.070007,191.669998,194.050003,186.585999,1147600
2018-04-25,193.649994,193.830002,190.320007,191.660004,184.287888,830300
2018-04-26,193.940002,195.979996,193.300003,195.679993,188.153290,875600
2018-04-27,194.479996,194.649994,191.179993,191.750000,186.007523,1109600
2018-04-30,189.619995,190.210007,187.630005,188.449997,182.806366,645900
2018-05-01,188.500000,191.759995,187.979996,191.440002,185.706802,484200
2018-05-02,191.210007,192.190002,189.970001,190.339996,184.639755,509500
2018-05-03,192.520004,193.800003,189.949997,192.750000,186.977570,1588200
2018-05-04,191.250000,196.300003,190.740005,195.509995,189.654907,788000
2018-05-07,194.839996,195.550003,194.000000,194.880005,189.043808,570300
2018-05-08,192.750000,194.380005,192.139999,193.869995,188.064026,843800
2018-05-09,194.869995,198.089996,194.639999,197.949997,192.021866,518200
2018-05-10,199.330002,201.119995,199.000000,201.070007,195.048431,414200
2018-05-11,199.880005,200.610001,198.289993,198.800003,192.846405,405000
2018-05-14,201.419998,203.669998,201.300003,201.940002,195.892365,406800
2018-05-15,201.089996,201.259995,197.639999,199.929993,193.942551,569700
2018-05-16,200.960007,202.970001,200.820007,202.880005,196.804214,490900
2018-05-17,203.490005,204.160004,201.220001,202.380005,196.319183,524400
2018-05-18,200.789993,201.149994,196.679993,197.339996,191.430115,1002100
2018-05-21,202.320007,202.889999,200.910004,202.509995,196.445297,1089000
2018-05-22,202.990005,203.630005,201.550003,202.539993,196.474380,463600
2018-05-23,198.119995,200.199997,197.649994,200.199997,194.204483,719300
2018-05-24,200.360001,201.080002,198.630005,200.830002,194.815613,325300
2018-05-25,199.460007,201.250000,198.800003,201.100006,195.077530,309800
2018-05-29,196.009995,198.580002,194.460007,195.600006,189.742233,654000
2018-05-30,197.000000,198.649994,196.110001,197.100006,191.197327,583200
2018-05-31,198.369995,198.860001,194.809998,196.649994,190.760788,785700
2018-06-01,200.389999,202.240005,198.800003,202.160004,196.105789,518000
2018-06-04,203.559998,204.149994,202.339996,203.919998,197.813065,441300
2018-06-05,208.630005,209.839996,207.470001,209.320007,203.051346,611000
2018-06-06,210.100006,213.809998,209.190002,213.610001,207.212875,569900
2018-06-07,211.050003,211.330002,205.910004,207.559998,201.344040,923400
2018-06-08,207.399994,208.279999,205.289993,207.449997,201.237350,837500
2018-06-11,209.759995,210.759995,209.229996,209.860001,203.575180,528100
2018-06-12,208.679993,210.160004,207.330002,209.339996,203.070755,363900
2018-06-13,213.320007,215.509995,212.610001,213.750000,207.348694,998900
2018-06-14,215.089996,216.899994,214.610001,215.889999,209.424576,710700
